slug,name,name_hi,browse_section,default_unit,kcal_per_serving,protein_g_per_serving,serving_label,aliases,tags,is_junk,is_home_cooked,sort_priority,portion_ui_type,portion_presets,unit_options,data_source
veg-manchurian-dry,Veg manchurian (dry),वेज मंचूरियन,veg_starters,piece,38,0.8,1 ball (~12g),veg manchurian|manchurian,veg|indo_chinese|restaurant,true,false,70,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",mfp_avg
gobi-manchurian,Gobi manchurian,गोभी मंचूरियन,veg_starters,piece,42,1.0,1 floret (~14g),gobi manchurian,veg|indo_chinese|restaurant,true,false,75,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",mfp_avg
chilli-paneer-dry,Chilli paneer (dry),चिली पनीर (ड्राई),veg_starters,bowl,345,17.5,1 plate (~180g),chilli paneer dry,veg|indo_chinese|high_protein,false,false,70,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
crispy-corn,Crispy corn,क्रिस्पी कॉर्न,veg_starters,bowl,310,6.5,1 plate (~180g),crispy corn|salt pepper corn,veg|restaurant,true,false,55,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
honey-chilli-potato,Honey chilli potato,हनी चिली पटैटो,veg_starters,bowl,320,4.5,1 plate (~180g),honey chilli potato|hcp,veg|indo_chinese|restaurant,true,false,50,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
stuffed-mushroom,Stuffed mushroom,,veg_starters,piece,45,1.8,1 piece (~20g),stuffed mushroom,veg|restaurant,false,false,25,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":10}}",mfp_avg
paneer-65,Paneer 65,पनीर 65,veg_starters,piece,50,3.5,1 piece (~20g),paneer 65|fried paneer,veg|south_indian|restaurant,false,false,40,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":12},""gram"":{""multiplier"":0.05,""label"":""g"",""step"":10,""min"":10,""max"":240}}",mfp_avg
malai-broccoli,Malai broccoli,,veg_starters,piece,35,1.5,1 floret (~15g),malai broccoli,veg|restaurant,false,false,20,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":12}}",mfp_avg
butter-chicken,Butter chicken,बटर चिकन,nonveg_curry,bowl,385,26.0,1 katori (~180g),butter chicken|murgh makhani,non_veg|restaurant|high_protein,false,false,96,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
chicken-tikka-masala,Chicken tikka masala,चिकन टिक्का मसाला,nonveg_curry,bowl,340,26.0,1 katori (~180g),chicken tikka masala|ctm,non_veg|restaurant|high_protein,false,false,90,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
chicken-curry,Chicken curry (homestyle),चिकन करी,nonveg_curry,bowl,295,26.0,1 katori (~180g),chicken curry|murgh|murg curry,non_veg|home_cooked|high_protein,false,true,92,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",ifct_2017
kadai-chicken,Kadai chicken,कढ़ाई चिकन,nonveg_curry,bowl,315,26.0,1 katori (~180g),kadai chicken|karahi chicken,non_veg|restaurant|high_protein,false,false,75,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
chicken-chettinad,Chicken Chettinad,चेट्टिनाड चिकन,nonveg_curry,bowl,325,27.0,1 katori (~180g),chicken chettinad,non_veg|south_indian|spicy|high_protein,false,false,50,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
chicken-korma,Chicken korma,चिकन कोरमा,nonveg_curry,bowl,355,25.0,1 katori (~180g),chicken korma,non_veg|restaurant|high_protein,false,false,65,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
chicken-vindaloo,Chicken vindaloo,चिकन विंदालू,nonveg_curry,bowl,300,26.0,1 katori (~180g),chicken vindaloo|vindaloo,non_veg|goan|spicy|high_protein,false,false,50,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
methi-murg,Methi murg,मेथी मुर्ग,nonveg_curry,bowl,315,26.0,1 katori (~180g),methi murg|methi chicken,non_veg|home_cooked|high_protein,false,true,45,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
andhra-chicken-curry,Andhra chicken curry,आंध्रा चिकन करी,nonveg_curry,bowl,300,27.0,1 katori (~180g),andhra chicken curry|kodi pulusu,non_veg|south_indian|spicy,false,false,40,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
goan-chicken-xacuti,Chicken xacuti,,nonveg_curry,bowl,335,26.0,1 katori (~180g),chicken xacuti|xacuti|goan chicken,non_veg|goan|high_protein,false,false,30,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
chicken-do-pyaza,Chicken do pyaza,चिकन दो प्याज़ा,nonveg_curry,bowl,290,26.0,1 katori (~180g),chicken do pyaza,non_veg|restaurant|high_protein,false,false,45,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
mutton-rogan-josh,Mutton rogan josh,मटन रोगन जोश,nonveg_curry,bowl,385,26.0,1 katori (~180g),rogan josh|mutton rogan josh|kashmiri mutton,non_veg|restaurant|high_protein,false,false,80,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
mutton-curry,Mutton curry (homestyle),मटन करी,nonveg_curry,bowl,375,26.0,1 katori (~180g),mutton curry|lamb curry|gosht,non_veg|home_cooked|high_protein,false,true,75,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",ifct_2017
mutton-korma,Mutton korma,मटन कोरमा,nonveg_curry,bowl,410,25.0,1 katori (~180g),mutton korma,non_veg|restaurant|high_protein,false,false,50,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
kheema-matar,Kheema matar,कीमा मटर,nonveg_curry,bowl,340,22.0,1 katori (~180g),kheema matar|mutton kheema|keema,non_veg|home_cooked|high_protein,false,true,55,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
mutton-vindaloo,Mutton vindaloo,मटन विंदालू,nonveg_curry,bowl,365,26.0,1 katori (~180g),mutton vindaloo,non_veg|goan|spicy|high_protein,false,false,35,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
fish-curry,Fish curry (homestyle),मछली करी,nonveg_curry,bowl,235,24.0,1 katori (~180g),fish curry|machli|machhi,non_veg|home_cooked|high_protein,false,true,75,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",ifct_2017
goan-fish-curry,Goan fish curry,गोवा फिश करी,nonveg_curry,bowl,265,24.0,1 katori (~180g),goan fish curry,non_veg|goan|high_protein,false,false,50,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
kerala-fish-moilee,Kerala fish moilee,केरल फिश मोली,nonveg_curry,bowl,275,23.0,1 katori (~180g),fish moilee|kerala fish curry,non_veg|south_indian|high_protein,false,false,35,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
macher-jhol,Macher jhol (Bengali fish curry),মাছের ঝোল,nonveg_curry,bowl,210,24.0,1 katori (~180g),macher jhol|bengali fish curry,non_veg|bengali|home_cooked|high_protein,false,true,50,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
meen-kulambu,Meen kulambu (Tamil fish curry),மீன் குழம்பு,nonveg_curry,bowl,210,24.0,1 katori (~180g),meen kulambu|tamil fish curry,non_veg|south_indian|home_cooked,false,true,30,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
